Longitude,Latitude,Date,Frame_wood,Frame_wood_beams,Frame_wood_logs,Frame_wood_planks,Frame_concrete,Frame_concrete_aerated,Frame_stone,Frame_bricks,Frame_bricks_leca,Frame_bricks_adobe,Frame_steel,Frame_wood_saving,Frame,Facade,Foundation,Roofing,Windows
11.747638808334624,57.89303439814498,2017-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träfasad,Isolerad betongplatta,Betongpannor,Tre-glas
11.975958514959183,57.72861650472081,1934-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong & trä,Trä,Platta på mark,Betongpannor och papp,3-glas & 2-glas
12.761748666992416,56.096900853897466,1982-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel + Trä,Betongplatta,Betongpannor,3-glas isoler
13.176351266833324,55.37997848681748,1963-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättbetong,Puts på tegel,Krypgrund (inspektionslucka finns),Papp,"3-glas (2 från slutet 90-tal, resten nya 2010)"
17.95857515491424,59.51471285373428,1974-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Betongplatta,Betongpannor,3-glasfönster isoler
18.02984923819811,59.55030300833636,2000-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Platta på mark samt plintgrund,Betongpannor,3-glas isoler & 2+1-glas isoler
21.16312342583501,64.69818481058881,1978-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Betongplatta på mark,Betongpannor,2- och 3-glasfönster
13.164754247888776,55.3846021319522,1939-01-01T00:00:00Z,false,false,false,false,false,false,false,true,false,false,false,false,Tegel,Putsad,Källare,Takpannor och panneplåt,3-glasfönster
12.44304733335175,57.70333683486419,1959-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Liggande träpanel,Betongplatta och krypgrund,Betongpannor och plåt,3-glas Isolerfönster
11.55808512395264,58.10202448003888,1978-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trästomme,Stående träpanel med lockbrädor,Krypgrund och plintgrund,Takpannor,2-glasfönster och Isolerglasfönster
12.937176968366362,55.52225353128189,2003-01-01T00:00:00Z,false,false,false,false,true,false,false,false,false,false,false,false,Betong,Puts,,Pannor,3-glas
13.199332613686654,55.64946858862676,1972-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel/trä,Betongplatta på mark,Betongpannor,2-3 glasfönster
13.66668202371171,56.34022445801158,1921-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,tegel/panel,Källare,Eternit,2-glas
13.608060411117147,55.40681626147653,2016-01-01T00:00:00Z,false,false,false,false,false,false,false,false,true,false,false,false,Lecasstomme (system exacta),Puts,Betongplatta,Benders takpannor,3-glas
12.269357548648014,57.12600294963897,1964-01-01T00:00:00Z,false,false,false,false,true,false,false,true,false,false,false,false,Tegel/betong,Tegel,Betongplatta på mark,Papp,"3-glas isolerrutor, några 2-glas kopplade fönster"
12.799884979798488,56.655425612582526,1965-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Eternit och träpanel,Krypgrund,Eternit,3-glas isoler
12.405261289528708,57.784789434524114,2017-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Liggande träpanel,Betong,Betongpannor,3-glasfönster (aluminium)
13.096813647020408,55.78942295303762,1966-01-01T00:00:00Z,false,true,false,false,false,false,false,false,false,false,false,false,Träregelverk ovan mark,Målad tegel,Källare/soutteräng betongbjälklag och betongplatta,"Pulpettak, kopparplåt","3-glasfönster, kopplade och isolerglas"
14.141852177547724,57.79930910382527,1979-01-01T00:00:00Z,false,true,false,false,false,false,false,false,false,false,false,false,Träreglar,Tegel,Sutteräng,Betongpannor,Treglas isoler och tvåglas
13.018909832825036,55.75719592799106,1980-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Betongplatta,Glaserade tegelpannor,3-glasfönster isoler
13.074369790919066,55.6751103968701,1909-01-01T00:00:00Z,false,false,false,false,false,false,true,false,false,false,false,false,Sten,Puts,Platta på mark,Tegelpannor,3-glasfönster i huset och 2 glasfönster i brygghus
12.161600669082242,57.65161306022971,1966-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Trä och betong,Stående träpanel,Källare med betongplatta,Betongpannor,Isolerglasfönster och 2-glas kopplade fönster
12.959617408094228,55.416160461366346,2015-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Siporex,Puts/ cederträ,Betongplatta,"Lackerad plåt, papp",3-glas
13.053920074480333,55.37685121498177,1905-01-01T00:00:00Z,false,false,false,false,false,false,false,true,false,false,false,false,Tegel,Sto puts,Gjuten 1984/1988 samt liten källare (ca 8 kvm),Listat papptak & aluminiumplåt,3-glasfönster
11.757422497212126,57.72842936744683,1975-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,"Trä, tegel",Platta på mark,Plåt,3 - glas
17.946020589031423,59.49066862693861,1985-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Krypgrund med träbjälklag,Betongpannor,2+1 fönster isolerfönster
13.380841708573428,55.34702801345316,1979-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Puts på tegel och träpanel på gavelspetsar,Betongplatta,Betongpannor,3-glas
12.348261344431055,57.8142496567235,1971-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Krypgrund,Betongpannor,Isolerglasfönster
12.07430191387774,57.58671926380291,1975-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong/Trä,Stående träpanel,Källare med betongplatta,Betongpannor,2-glas kopplade fönster samt 3-glas isolerfönster
11.709775108646296,58.06488244101208,2011-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Krypgrund,Takpannor,3 glas
12.937654137611007,55.39750258496525,1979-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Platta på mark,Betongpannor,3-glas
13.268265846754836,55.34617824753252,1999-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Krypgrund (inspektionsbar),Betongpannor,3-glas trä samt komposit
18.508441695906708,59.24509262805983,1977-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Plintar/platta/krypgrund,Betongpannor,2-glas och 3-glas isoler
12.26299378686082,57.76987041578967,1986-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Betongpannor,Isolerglas
17.92597123402545,59.238692677635896,2020-01-01T00:00:00Z,true,false,false,false,true,false,false,true,false,false,false,false,Trä/Murverk/Betong,Trä/Puts,Betongplatta,Plåt,Isolerglas
12.875992402982137,56.05372390168899,1982-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Krypgrund,Betong pannor,3-glas
12.815745175682157,56.03564989925309,1977-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Källare,Betongpannor,3-glas isoler
11.968511028692337,57.752594037410304,1950-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Trä och betong,Tegel,Betong,Betongpannor & plåt,2- &3-glasfönster
12.01593053276875,57.70935380210769,1970-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,"Trä, betong",Kalksten och träpanel,Källare,Betongpannor,Isolerglas och 2-glas
12.401962,57.782043,1968-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong/trä,Träpanel,,Papp,Blandade fönstertyper
12.692986073467932,56.129318860544025,1960-01-01T00:00:00Z,true,false,false,false,false,true,false,false,false,false,false,false,Lättbetong och trä,"Tegel, puts och träpanel",Källare och betongplatta på mark,"Låglutande tak, papp",2-glas isolerfönster samt 2-glas kopplade
13.906078372548476,56.09805555568377,1968-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel och träpanel,Krypgrund,Eternit,3-glas
12.733209650659058,56.02466159358283,1911-01-01T00:00:00Z,false,false,false,false,false,false,true,false,false,false,false,false,Sten,Tegel och plåt,Källare,Tegelpannor,2 glas kopplade fönster
14.200931089064603,56.03440014855581,1976-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Betongpannor,Kopplade 2-glas
12.917494199064269,55.553814357890765,1968-01-01T00:00:00Z,true,false,false,false,false,true,false,false,false,false,false,false,Trä och lättbetong,"Tegel, träpanel, målad siporex, plåt","Betongplatta, uteluftsventilerad grund","Papp, eternit",3-glas
13.955925042101024,55.43089146460344,1973-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Mexitegel,Betongplatta,Betongpannor,2-glas och 3-glas
13.91394559382336,56.10611571628329,1980-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Putsad tegel,Betongplatta,Betongpannor,Tre-glas isolér
13.024628878743927,55.71805672149569,2017-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättbetong,Tegel,Betongplatta,Betongpannor,Underhållsfria 3-glas isoler
11.90043367856616,57.71563495883324,1946-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Platta på mark,Betongpannor,"3-glas, enstaka 2-glas"
13.235897035379512,55.69890940601957,1972-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel och trä,Krypgrund med Erge bjälklag,Betongpannor,2-glas kopplade
13.242799239816163,55.7085749651144,1991-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Betongplatta,Betongpannor,3-glas (2+1)
13.073905717083148,55.40773564050305,2010-01-01T00:00:00Z,false,false,false,false,true,false,false,false,false,false,false,false,Gjutna betongelement,Betong,Betongplatta,Betongpannor,"Elitfönster, 3-glas"
11.94436083499253,57.50377096606448,1956-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Trä/betong,Trä,,"Tegelpannor, papp och råsont","2 o 3 glas fönster,"
14.253724320014292,55.54377644396421,1875-01-01T00:00:00Z,false,false,false,false,false,false,false,true,true,false,false,false,Tegel och lecablock,Puts,Källare / betongplatta,Tegel,Dubbelkopplade med spröjs
13.354359532480474,55.66581514665325,1963-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättbetong,Tegel,"Bostadshus: Krypgrund, Biutrymme: Platta på mark",Betongpannor,3-glas Aluminium/Trä
13.102867651581816,55.905829724398174,1968-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Krypgrund med fläkt för ökad ventilation,Aluminiumplåt,3-glas Aluminiumfönster
14.142342279424671,57.77247901787444,1913-01-01T00:00:00Z,false,true,false,false,false,false,false,false,false,false,false,false,Träreglar.,"Mexisten (kalksandsten), plåt.",Källare.,Betongpannor.,2-Glas Isoler.
14.11177479768043,55.432681040426814,1991-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Krypgrund,Betongpannor,Träfönster
18.41205672563616,59.34929566619759,1984-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Krypgrund,"Mansardtak, råspont",3- glas isolerfönster
12.911748594574682,55.40299308739869,1968-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Siporex,Tegel,Betongplatta på mark,"Betongpannor, Papp","2-Glas, 2-Glas Isoler"
17.928892680092364,59.24428802463965,1940-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,"Trä, betong",Stående träpanel,Platta på mark i källare,Plåt,
12.772260609185746,56.31349726677422,1940-01-01T00:00:00Z,true,false,false,false,false,true,false,false,false,false,false,false,"Trä, isoblock",Puts och tegel,Källare,Betongpannor,3-glas
12.02270097828258,57.37983803463536,1982-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong/ Trä,Stående träpanel,Källare samt krypgrund,Pulpet med dubbelfalsad plåt,3-glas isolerfönster
12.261220556053694,57.105110791397216,1970-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong samt trä,Puts samt stående träpanel.,Betongplatta,Tegelpannor och plåttak,3-glas
12.324173212078776,57.87024265657455,2020-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Trä och betong,Liggande träpanel,Betong,Betongpannor,3-glasfönster med isolerglas
13.516256498785364,55.77861836654972,1970-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Betongplatta,Betongpannor (2012),2-glas isoler
12.618765141668147,56.82094614263604,1909-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Torpargrund,Tegelpannor och eternit,2-glas kopplade
17.950136271985592,59.49265865283315,1973-01-01T00:00:00Z,false,false,false,false,true,false,false,false,false,false,false,false,Betong,Puts/Träpanel,Betongplatta,,
13.59360151036853,55.90441030871097,2024-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träfasad,Krypgrund,Betong,2-glasfönsterenergi
11.908391871341593,57.724053763176194,1986-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,"Tegel, trä",Platta på mark (källare),Betongpannor,3-glas & 2-glas
18.239967426391647,59.30239562451008,2015-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Betongpannor,3-glas isoler
18.21569512657914,59.19265179217577,1978-01-01T00:00:00Z,false,true,false,false,false,false,false,false,false,false,false,false,Träreglar,Stående träpanel,"Oisolerad betongplatta på mark, Källare",Betongpannor,3-Glas Isoler
12.964655671945575,55.40706072631006,2007-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Puts på skiva,Platta på mark,Takpannor,Isolerglasfönster (Trä/aluminium)
12.93018694428054,56.67620296548535,1963-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong/trä,Kalksandsten och träpanel,Souterräng och krypgrund,"Papp, underlagstak av råspont",3-glas isolerfönster och 2-glas kopplade fönster
12.234950035386452,57.68021835203809,2018-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,Betong,Betongpannor,3-glasfönster
12.997164802077087,56.6696502591432,2012-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Platta på mark med underliggande isolering,Betongpannor,Isolerfönster aluminiumprofil
12.942860101855128,57.14311302730338,1912-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående och liggande träpanel,Betongplatta med underliggande isolering / källare,Betongpannor,3-glas isolerfönster samt 2-glas kopplade fönster
13.548419050532848,55.6118680289305,1954-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Zinktak,3-glas
18.103229512902267,59.116498667201775,1971-01-01T00:00:00Z,false,true,false,false,false,true,false,false,false,false,false,false,Lättbetong/träreglar,Träpanel,Oisolerad betongplatta på mark,Gummiduk samt papp ovanför bur,3-Glas Isole
18.245218983677034,59.31253977013138,1970-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel och träpanel,,Betongpannor,Kopplade 2-glas och 2-glas isoler och 3-glas
18.302053301398264,59.329636147265575,1935-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Källare/krypgrund/plintgrund,Betongpannor,Energiglas
13.0735620896139,55.68720535994905,2012-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Tegelpannor,Aluminium klädda fönster
14.276719094329737,57.78291140727775,1950-01-01T00:00:00Z,false,false,false,false,true,true,false,false,false,false,false,false,"Betong, Lättbetong",Puts,Källare med betongplatta,Betongpannor,2-glas
11.585531930576686,57.937380451160834,2013-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trästomme,Stående träpanel med lockbrädor,Betongplatta på mark med underliggande isolering,Betongpannor,Isolerglasfönster
20.95725907090772,64.93374664555152,1929-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Stående träpanel,"Torpargrund, platta på mark på utbyggnad",Betongpannor,"3 glas isoler, 2+1 kopplade, 1+1 kopplade"
12.94636418178176,55.58267752171446,1955-01-01T00:00:00Z,false,false,false,false,true,false,false,false,false,false,false,false,Betong,Tegel,Källare,Tegel,3 glasfönster
11.871075628936818,58.32057101810444,2015-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Betongplatta,Betongpannor,3-glas
12.092921832091784,57.666810585404505,1974-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Källargrund med platta på mark,Betongpannor,3-glasfönster
21.044465724274477,64.75138374468894,1988-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel,Betongplatta på mark,Betongpannor,3- glas isolerfönster
13.607798,56.1623,1973-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trästomme,Tegel,Källare och platta på mark,Papp,3-glas
11.928842182952764,57.84156391490309,2000-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä,Krypgrund,Tegelpannor,Kopplade två glas med isoler
13.91743730421956,55.448562010486384,2019-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättklinkerblock,Puts,Gjuten platta,Betongpannor,3-glas (Elit och Hajon)
17.936470705263567,59.50272673438112,1972-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel samt träpanel,Betongplatta,Papp,Energiglas
13.52738063591983,55.90291368197929,2019-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Trä/puts,Platta på mark,Papp,3-glasfönster aluminium
21.14883872411344,64.71530805301482,1963-01-01T00:00:00Z,true,false,false,false,true,false,false,false,false,false,false,false,Betong/trä,Tegel,Källare,Plåt,3- glas isolerfönster samt 1+1 kopplade i källare
13.309802349727,55.83545801417015,1920-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,true,false,false,Lersten/trä,Lockpanel,Torpargrund,Betongpannor,3-glas fönster
13.310083465294907,55.83545648450475,1920-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,true,false,false,Lersten/trä,Lockpanel,Källargrund,Betongpannor,3-glas fönster
14.083646712056725,56.00375436689064,1969-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Mexisten och träpanel,Källare,Betongpannor,Kopplade tvåglasfönster
12.917046961850948,55.552078412734026,1966-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättbetong,"Lättbetongelement, tegel, plåt och trä",Krypgrund (betongbjälklag),Eternitplattor och papp,Treglas isolerglas
12.694459177361868,56.061188729106334,1923-01-01T00:00:00Z,false,false,false,false,false,false,false,true,false,false,false,false,Tegel,Puts,,Tegelpannor,3-glas
13.034427043266628,55.57969596155053,1918-01-01T00:00:00Z,false,false,false,false,false,false,false,true,false,false,false,false,Tegel,Tegel,Källargrund,Betongpannor,Treglas
11.8515404002842,58.06306232947868,1965-01-01T00:00:00Z,false,false,false,false,false,true,false,false,false,false,false,false,Lättbetong,Tegelfasad och lättbetong,Källare,Betongpannor,Isolerglasfönster
14.077657406771538,57.77768494243389,1949-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,"Källare, till stor del med isolering och golvvärme",Plåttak,Treglas
13.009140400101485,55.7226220014912,1975-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Tegel och trä,Betongplatta,Papptak,Övervägande isolerglas från 2004 och 2010
14.358748423456715,57.81283638555098,2019-01-01T00:00:00Z,true,false,false,false,false,false,false,false,false,false,false,false,Trä,Träpanel,Isolerad platta på mark,"Betongpannor, papp och läkt",Treglas isoler
14.34899532585854,55.55961074355539,1977-01-01T00:00:00Z,false,false,false,false,true,false,false,false,false,false,false,false,Betong,"Puts,trä",Betongplatta,Plåt,2-3 glasfönster energi
12.934135215553638,55.58274163720836,1909-01-01T00:00:00Z,false,false,false,false,false,false,false,true,false,false,false,false,Tegel,Puts,Källare,,2-glasfönster
